Date,HSI,HSTECH,USDCNH,VHSI,BTC
2023-08-25,17956.38,4058.95,7.2939,28.54,26057.2
2023-08-28,18130.74,4127.54,7.2929,28.55,26118.9
2023-08-29,18484.03,4234.43,7.2832,27.92,27723.9
2023-08-30,18482.86,4195.41,7.3022,26.46,27298.8
2023-08-31,18382.06,4179.49,7.2746,25.53,25937.3
2023-09-04,18844.16,4305.02,7.2753,25.5,25823.3
2023-09-05,18456.91,4193.45,7.3042,25.36,25790.2
2023-09-06,18449.98,4176.84,7.3195,24.61,25758
2023-09-07,18202.07,4091.65,7.3409,24.37,26249.8
2023-09-11,18096.45,4083.14,7.3015,24.27,25166.4
2023-09-12,18025.89,4063.96,7.3007,23.35,25834.5
2023-09-13,18009.22,4041.19,7.2709,22.94,26223
2023-09-14,18047.92,4059.15,7.289,22.31,26524.7
2023-09-15,18182.89,4077.91,7.2796,21.24,26601
2023-09-18,17930.55,3987.35,7.2901,22.4,26763.5
2023-09-19,17997.17,3984.79,7.3036,22.04,27209.2
2023-09-20,17885.6,3921.83,7.3059,21.86,27125
2023-09-21,17655.41,3849.27,7.3142,22.2,26570
2023-09-22,18057.45,3991.33,7.2987,22.42,26581.9
2023-09-25,17729.29,3882.9,7.3159,22.92,26302.7
2023-09-26,17466.9,3817.27,7.3092,23.84,26218.9
2023-09-27,17611.87,3833.87,7.3216,23.3,26366.1
2023-09-28,17373.03,3778.12,7.2934,23.86,27022.6
2023-09-29,17809.66,3920.59,7.2955,23.06,26909.8
2023-10-03,17331.22,3817.52,7.3191,26.28,27428.4
2023-10-04,17195.84,3752.42,7.3167,26.56,27790.9
2023-10-05,17213.87,3757.82,7.3046,25.99,27410.3
2023-10-06,17485.98,3816.15,7.3076,25.61,27936.9
2023-10-09,17517.4,3825.48,7.2913,26.4,27581.4
2023-10-10,17664.73,3874.67,7.2855,25.51,27391
2023-10-11,17893.1,3952.5,7.3002,24.87,26876.6
2023-10-12,18238.21,4019.05,7.3097,24.17,26761.1
2023-10-13,17813.45,3879.84,7.3115,24.9,26863.5
2023-10-16,17640.36,3811.68,7.3075,25.82,28509.7
2023-10-17,17773.34,3836.05,7.3248,24.77,28403.6
2023-10-18,17732.52,3771.92,7.3276,24.44,28321.7
2023-10-19,17295.89,3700.15,7.3356,25.82,28723
2023-10-20,17172.13,3662.15,7.326,26.18,29674.5
2023-10-24,16991.53,3622.86,7.3124,27.19,33917
2023-10-25,17085.33,3700.94,7.3287,26.59,34496.8
2023-10-26,17044.61,3712.55,7.3237,27.31,34153.7
2023-10-27,17398.73,3806.1,7.3327,26.15,33901.8
2023-10-30,17406.36,3854.31,7.3239,26.4,34477.9
2023-10-31,17112.48,3759.16,7.3418,26.08,34650.6
2023-11-01,17101.78,3752.37,7.3346,25.09,35423.8
2023-11-02,17230.59,3813.42,7.3272,24.08,34931.4
2023-11-03,17664.12,3937.37,7.2873,23.56,34718.7
2023-11-06,17966.59,4098.58,7.2823,24.27,35042
2023-11-07,17670.16,4055.84,7.2775,23.74,35426.1
2023-11-08,17568.46,4020.84,7.286,23.11,35636.9
2023-11-09,17511.29,4024.24,7.2973,22.56,36700.5
2023-11-10,17203.26,3892.44,7.306,23.3,37303
2023-11-13,17426.21,3981.27,7.2915,23.83,36478.3
2023-11-14,17396.86,3951.75,7.2515,23.99,35549.3
2023-11-15,18079,4125.87,7.2572,25.08,37874.9
2023-11-16,17832.82,4049.72,7.2453,24.88,36161.2
2023-11-17,17454.19,3980.15,7.2171,24.9,36595.4
2023-11-20,17778.07,4077.58,7.1647,24.45,37454.1
2023-11-21,17733.89,4037.07,7.1423,24.43,35813.6
2023-11-22,17734.6,4029.82,7.1649,23.52,37410.8
2023-11-23,17910.84,4117.12,7.1488,23.34,37293.1
2023-11-24,17559.42,4024.83,7.1484,23.59,37717.3
2023-11-27,17525.06,4031.66,7.1592,23.59,37248.6
2023-11-28,17354.14,4000.42,7.132,23.08,37823.3
2023-11-29,16993.44,3910.24,7.142,24.65,37855.5
2023-11-30,17042.88,3899.64,7.1433,23.55,37712.9
2023-12-01,16830.3,3830.92,7.1228,23.29,38688.2
2023-12-04,16646.05,3759.72,7.1474,23.61,41987.8
2023-12-05,16327.86,3682.67,7.1724,24.65,44076.2
2023-12-06,16463.26,3747.58,7.173,23.86,43776.3
2023-12-07,16345.89,3720.21,7.1634,23.88,43289.7
2023-12-08,16334.37,3705.93,7.1854,23.66,44175.5
2023-12-11,16201.49,3666.51,7.1929,24.3,41256.1
2023-12-12,16374.5,3730.25,7.1933,23.9,41487
2023-12-13,16228.75,3686.21,7.1365,22.84,42884.5
2023-12-14,16402.19,3698.57,7.1239,22.36,43025.9
2023-12-15,16792.19,3780.69,7.1345,22.49,41929
2023-12-18,16629.23,3730.66,7.1421,22.81,42659.7
2023-12-19,16505,3707.76,7.1219,22.06,42259.3
2023-12-20,16613.81,3726.5,7.1497,21.49,43662.8
2023-12-21,16621.13,3710.22,7.1415,21.93,43865.9
2023-12-22,16340.41,3548.05,7.153,23.17,43968.9
2023-12-27,16624.84,3639.76,7.1515,23.22,43446.5
2023-12-28,17043.53,3763.9,7.1185,22.49,42581.1
2023-12-29,17047.39,3764.29,7.1252,21.94,42072.4
2024-01-02,16788.55,3714.77,7.1503,22.29,44943.7
2024-01-03,16646.41,3646.39,7.1637,22.07,42836.1
2024-01-04,16645.98,3654.94,7.1765,21.77,44157
2024-01-05,16535.33,3592.33,7.1657,21.47,44156.9
2024-01-08,16224.45,3484.75,7.1611,22.53,46962.2
2024-01-09,16190.02,3454.5,7.1834,22.05,46129
2024-01-10,16097.28,3428.2,7.1823,21.85,46629.3
2024-01-11,16302.04,3503.02,7.1737,21.82,46348.2
2024-01-12,16244.58,3470.64,7.1893,21.6,42835.9
2024-01-15,16216.33,3404,7.1833,21.75,42510.7
2024-01-16,15865.92,3325.93,7.2179,22.51,43145.5
2024-01-17,15276.9,3160,7.2214,25.72,42768.7
2024-01-18,15391.79,3176.08,7.2149,24.69,41292.7
2024-01-19,15308.69,3129.92,7.2015,24.13,41648
2024-01-22,14961.18,3035.47,7.1926,27.52,39556.4
2024-01-23,15353.98,3147.81,7.1659,26.78,39888.8
2024-01-24,15899.87,3281.16,7.1607,27.41,40086
2024-01-25,16211.96,3310.69,7.1799,26.28,39935.7
2024-01-26,15952.23,3186.49,7.1868,25.48,41811.3
2024-01-29,16077.24,3203.59,7.1866,25.7,43299.8
2024-01-30,15703.45,3098.87,7.187,26.22,42946.2
2024-01-31,15485.07,3005.8,7.1849,25.79,42580.5
2024-02-01,15566.21,3065.95,7.1869,25.8,43081.4
2024-02-02,15533.56,3043.9,7.2148,25.54,43194.7
2024-02-05,15510.01,3038.84,7.2191,27.07,42697.2
2024-02-06,16136.87,3243.81,7.2012,27.61,43087.7
2024-02-07,16081.89,3190.68,7.2124,27.07,44339.8
2024-02-08,15878.07,3168.55,7.2146,27.22,45293.3
2024-02-09,15746.58,3127.22,7.2178,26.73,47127.5
2024-02-14,15879.38,3197.87,7.2221,27.73,51782.4
2024-02-15,15944.63,3223.1,7.2169,27.17,51901.3
2024-02-16,16339.96,3342.73,7.2115,27.53,52134.2
2024-02-19,16155.61,3253.09,7.2108,27.35,51783.6
2024-02-20,16247.51,3264.4,7.2005,26.23,52263.5
2024-02-21,16503.1,3351.22,7.1982,26.14,51858.2
2024-02-22,16742.95,3410.02,7.2008,26.67,51320.4
2024-02-23,16725.86,3399.84,7.2039,26.93,50740.5
2024-02-26,16634.74,3393.29,7.2098,26.35,54495.1
2024-02-27,16790.8,3503.17,7.2131,25.73,57056.2
2024-02-28,16536.85,3426.61,7.2127,25.48,62467.6
2024-02-29,16511.44,3431.3,7.2065,24.52,61169.3
2024-03-01,16589.44,3488.13,7.2087,24.74,62397.7
2024-03-04,16595.97,3474.77,7.2088,25.27,68270.1
2024-03-05,16162.64,3323.89,7.2107,25.63,63792.6
2024-03-06,16438.09,3412.57,7.2096,24.88,66080.4
2024-03-07,16229.78,3359.34,7.1997,24.43,66855.3
2024-03-08,16353.39,3385.58,7.1998,23.5,68172
2024-03-11,16587.57,3482.29,7.1794,23.47,72099.1
2024-03-12,17093.5,3643.91,7.1865,24.25,71470.2
2024-03-13,17082.11,3656.3,7.1928,23.64,73066.3
2024-03-14,16961.66,3603.83,7.2019,22.94,71387.5
2024-03-15,16720.89,3549.84,7.2054,22.62,69463.7
2024-03-18,16737.12,3594.22,7.2054,22.6,67594.1
2024-03-19,16529.48,3528.47,7.2115,22.18,62050
2024-03-20,16543.07,3551.42,7.2103,21.91,67854
2024-03-21,16863.1,3582.9,7.2205,21.48,65503.8
2024-03-22,16499.47,3455.88,7.2747,21.6,63785.5
2024-03-25,16473.64,3437.2,7.2523,21.5,69892
2024-03-26,16618.32,3471.49,7.2483,21.09,69999.3
2024-03-27,16392.84,3393.43,7.2538,21.16,69442.4
2024-03-28,16541.42,3477.55,7.2615,20.37,70762.1
2024-04-02,16931.52,3543.12,7.2538,21.89,65439.2
2024-04-03,16725.1,3460.87,7.2481,21.49,65963
2024-04-05,16723.92,3450.89,7.2463,22.01,67830.6
2024-04-08,16732.85,3444.61,7.2414,22.61,71630.1
2024-04-09,16828.07,3478.24,7.2376,22.39,69148
2024-04-10,17139.17,3552.01,7.2624,22.73,70622.1
2024-04-11,17095.03,3538.39,7.2544,22.51,70011.6
2024-04-12,16721.69,3474.47,7.2658,22.4,67151.9
2024-04-15,16600.46,3442.49,7.2586,23,63411.9
2024-04-16,16248.97,3337.85,7.2625,24.05,63805.3
2024-04-17,16251.84,3340.22,7.2434,22.98,61278.9
2024-04-18,16385.87,3356.82,7.2491,22.45,63481.4
2024-04-19,16224.14,3278.06,7.249,22.49,63799.1
2024-04-22,16511.69,3336.35,7.2505,22.74,66829.3
2024-04-23,16828.93,3449.1,7.2596,22.89,66415
2024-04-24,17201.27,3573.59,7.2722,23.6,64285.7
2024-04-25,17284.54,3554.3,7.2541,23.47,64497.1
2024-04-26,17651.15,3718.27,7.2677,24.11,63766.4
2024-04-29,17746.91,3713.32,7.2425,24.06,63860.1
2024-04-30,17763.03,3700.67,7.2541,22.92,60666.6
2024-05-02,18207.13,3865.48,7.205,23.57,59121.3
2024-05-03,18475.92,3971.29,7.192,24.02,62877.5
2024-05-06,18578.3,4007.78,7.2137,23.97,63163.1
2024-05-07,18479.37,3922.54,7.2243,22.94,62317.7
2024-05-08,18313.86,3872.01,7.2287,22.04,61207.5
2024-05-09,18537.81,3947.41,7.2214,21.86,63075
2024-05-10,18963.68,3962.32,7.2331,22.27,60796.9
2024-05-13,19115.06,4018.69,7.239,22.39,62937.2
2024-05-14,19073.71,4041.45,7.2386,21.82,61569.4
2024-05-16,19376.53,4072.15,7.2222,22.01,65231
2024-05-17,19553.61,4112.59,7.2331,21.75,67036.8
2024-05-20,19636.22,4135.38,7.2469,21.56,71422.7
2024-05-21,19220.62,3980.63,7.2462,21.93,70139.9
2024-05-22,19195.6,3992.59,7.2532,21.44,69155.4
2024-05-23,18868.71,3896.19,7.2573,21.21,67975.7
2024-05-24,18608.94,3799.47,7.262,21.64,68547.6
2024-05-27,18827.35,3864.48,7.2571,21.26,69428.7
2024-05-28,18821.16,3854.57,7.2632,20.67,68366
2024-05-29,18477.01,3765.24,7.2725,21.48,67635.8
2024-05-30,18230.19,3752.76,7.2515,21.61,68354.7
2024-05-31,18079.61,3690.76,7.2619,22.15,67530.1
2024-06-03,18403.04,3784.04,7.2511,22.04,68807.8
2024-06-04,18444.11,3796.17,7.2466,21.48,70549.2
2024-06-05,18424.96,3807.73,7.2579,21.43,71083.7
2024-06-06,18476.8,3840.66,7.2595,21.43,70791.5
2024-06-07,18366.95,3772.47,7.2625,20.84,69347.9
2024-06-11,18176.34,3755.42,7.2709,21.22,67319.8
2024-06-12,17937.84,3691.28,7.2622,21.26,68260.1
2024-06-13,18112.63,3739.14,7.2702,20.58,66773.1
2024-06-14,17941.78,3707.62,7.2691,19.95,66034.8
2024-06-17,17936.12,3709.35,7.2691,20.08,66498.8
2024-06-18,17915.55,3697.21,7.27,19.3,65159.9
2024-06-19,18430.39,3832.32,7.2803,20.24,64980.9
2024-06-20,18335.32,3767.88,7.2903,20.12,64854.3
2024-06-21,18028.52,3701.4,7.2895,19.66,64128.5
2024-06-24,18027.71,3677.51,7.2824,20.15,60292.7
2024-06-25,18072.9,3655.46,7.2884,19.27,61809.4
2024-06-26,18089.93,3689.68,7.2995,18.86,60849.4
2024-06-27,17716.47,3588.86,7.3027,20.12,61685.3
2024-06-28,17718.61,3554.45,7.2993,19.21,60403.3
2024-07-02,17769.14,3539.13,7.3069,20.12,62103.3
2024-07-03,17978.57,3626.93,7.3015,19.94,60199.3
2024-07-04,18028.28,3649.67,7.2919,19.81,57026.3
2024-07-05,17799.61,3596.8,7.2875,19.54,56641.8
2024-07-08,17524.06,3566.63,7.2852,20.39,56724.7
2024-07-09,17523.23,3600.9,7.2883,19.81,58039.4
2024-07-10,17471.67,3600.49,7.2908,19.79,57746.7
2024-07-11,17832.33,3696.49,7.2667,20.53,57337.3
2024-07-12,18293.38,3782.08,7.2709,21.13,57885.1
2024-07-15,18015.94,3672.58,7.2738,21.5,64782.4
2024-07-16,17727.98,3622.84,7.287,21.06,65049.7
2024-07-17,17739.41,3640.88,7.2714,20.81,64089.2
2024-07-18,17778.41,3613.13,7.2762,20.99,63980.5
2024-07-19,17417.68,3536.54,7.2839,20.36,66677.4
2024-07-22,17635.88,3610.71,7.2956,21.1,67553.6
2024-07-23,17469.36,3545.09,7.2875,20.14,65937.8
2024-07-24,17311.05,3491.2,7.265,20.33,65370.5
2024-07-25,17004.97,3421.26,7.2399,20.8,65799.3
2024-07-26,17021.31,3443.73,7.2615,21.15,67908.6
2024-07-29,17238.34,3466.6,7.2707,20.79,66798.7
2024-07-30,17002.91,3414.04,7.2432,20.74,66184.9
2024-07-31,17344.6,3516.87,7.2271,20.59,64626
2024-08-01,17304.96,3476.58,7.2497,19.62,65372.9
2024-08-02,16945.51,3385.6,7.1629,21.55,61478.7
2024-08-05,16698.36,3339.42,7.1374,26.06,53979
2024-08-06,16647.34,3342.52,7.1582,23.68,56057.8
2024-08-07,16877.86,3382.42,7.1729,22.11,55120.9
2024-08-08,16891.83,3366.68,7.1837,22.81,61699.7
2024-08-09,17090.23,3436.8,7.1729,21.57,60850.6
2024-08-12,17111.65,3429.84,7.1774,21.09,59350
2024-08-13,17174.06,3429.69,7.1469,21.06,60595.2
2024-08-14,17113.36,3395.7,7.146,20.23,58707.8
2024-08-15,17109.14,3384.38,7.1784,19.46,57534.6
2024-08-16,17430.16,3459.09,7.1609,19.26,58877.2
2024-08-19,17569.57,3517.09,7.1323,19.65,59470.9
2024-08-20,17511.08,3498.08,7.1149,19.66,59005.8
2024-08-21,17391.01,3434.39,7.1307,19.91,61158.1
2024-08-22,17641,3508.61,7.1454,19.23,60372.2
2024-08-23,17612.1,3468.94,7.1134,19.09,64053.1
2024-08-26,17798.73,3502.96,7.1227,19.22,62846.2
2024-08-27,17874.67,3501.29,7.1196,18.58,59450.9
2024-08-28,17692.45,3445.46,7.1314,18.83,59016
2024-08-29,17786.32,3461.22,7.0946,18.75,59373.5
2024-08-30,17989.07,3560.61,7.0907,19.28,59119.7
2024-09-02,17691.97,3486.4,7.1153,19.35,59134
2024-09-03,17651.49,3496.49,7.1201,18.3,57479.8
2024-09-04,17457.34,3482.84,7.1119,18.98,57973.4
2024-09-05,17444.3,3487.8,7.0882,18.03,56183.2
2024-09-09,17196.96,3436.75,7.1197,19.06,57049.6
2024-09-10,17234.09,3450.73,7.1349,18.78,57635
2024-09-11,17108.71,3450.92,7.1295,19.25,57338.7
2024-09-12,17240.39,3475.25,7.1177,18.93,58134.5
2024-09-13,17369.09,3479.8,7.0971,18.62,60511.6
2024-09-16,17422.12,3497.45,7.0955,18.2,58213.1
2024-09-17,17660.02,3536.57,7.1107,18.65,60309.1
2024-09-19,18013.16,3651.56,7.0706,19.34,62938.6
2024-09-20,18258.57,3703.84,7.0406,18.89,63201.2
2024-09-23,18247.11,3698.27,7.06,18.55,63331.8
2024-09-24,19000.56,3915.58,7.0098,21.85,64256.8
2024-09-25,19129.1,3924.45,7.0321,22.14,63156.5
2024-09-26,19924.58,4209.71,6.9713,27.32,65175.7
2024-09-27,20632.3,4453.24,6.9797,31.24,65776.3
2024-09-30,21133.68,4751.81,7.0049,32.66,63339.2
2024-10-02,22443.73,5157.08,7.0365,40.99,60645.7
2024-10-03,22113.51,4978.64,7.0513,38.39,60751.2
2024-10-04,22736.87,5227.13,7.0952,40.08,62081
2024-10-07,23099.78,5386.48,7.0707,44.5,62245.6
2024-10-08,20926.79,4695.81,7.0728,40.1,62157
2024-10-09,20637.24,4640.75,7.0926,39.59,60628.8
2024-10-10,21251.98,4736.1,7.0819,39.6,60316.2
2024-10-14,21092.87,4668.18,7.0951,34.8,66081.7
2024-10-15,20318.79,4450.95,7.1357,31.27,67077.5
2024-10-16,20286.85,4402.37,7.1353,31.47,67617.9
2024-10-17,20079.1,4349.77,7.1365,30.22,67418.4
2024-10-18,20804.11,4600.85,7.1159,32.77,68423.1
2024-10-21,20478.46,4491.9,7.135,31.3,67371.3
2024-10-22,20498.95,4521.63,7.1345,31.17,67427.3
2024-10-23,20760.15,4605.62,7.1354,32.09,66663.7
2024-10-24,20489.62,4483.99,7.1235,31.94,68191.5
2024-10-25,20590.15,4538.03,7.1339,33.54,66696.8
2024-10-28,20599.36,4574.07,7.1445,32.66,69954.1
2024-10-29,20701.14,4623.84,7.1427,32.89,72730.4
2024-10-30,20380.64,4513.68,7.1249,32.94,72347.8
2024-10-31,20317.33,4499.15,7.1211,32.5,70281.8
2024-11-01,20506.43,4483.91,7.1385,32.78,69507.2
2024-11-04,20567.52,4532.18,7.1097,32.32,67848.8
2024-11-05,21006.97,4693.85,7.1013,33.28,69373.7
2024-11-06,20538.38,4574.5,7.2026,31.61,75586.3
2024-11-07,20953.34,4677.64,7.1487,32.38,75868.6
2024-11-08,20728.19,4668.26,7.1996,30.9,76517.3
2024-11-11,20426.93,4651.71,7.2266,25.28,88664.1
2024-11-12,19846.88,4456.86,7.2425,25.07,87941.3
2024-11-13,19823.45,4455.67,7.2425,25.06,90422.2
2024-11-14,19435.81,4318.32,7.2525,25.19,87294
2024-11-15,19426.34,4327.84,7.2354,26.16,91046.5
2024-11-18,19576.61,4341.53,7.2246,24.89,90478.7
2024-11-19,19663.67,4395.04,7.2327,23.37,92239.2
2024-11-20,19705.01,4413.08,7.2498,22.77,94303.9
2024-11-21,19601.11,4358.15,7.2532,22.26,98374.5
2024-11-22,19229.97,4246.2,7.259,22.36,98929.7
2024-11-25,19150.99,4235.31,7.2449,21.99,93064.4
2024-11-26,19159.2,4221.99,7.2563,21.59,91977.6
2024-11-27,19603.13,4374.44,7.2435,23.4,95886.6
2024-11-28,19366.96,4307.75,7.2483,23.24,95645.5
2024-11-29,19423.61,4353.55,7.2472,22.99,97438
2024-12-02,19550.29,4405.95,7.2844,22.92,95846.6
2024-12-03,19746.32,4417.99,7.2985,23.31,95898.7
2024-12-04,19742.46,4404.04,7.2756,23.27,98635.8
2024-12-05,19560.44,4370.22,7.2632,22.08,96970.8
2024-12-06,19865.85,4464.65,7.2831,22.55,99760.7
2024-12-09,20414.09,4656.8,7.2663,26.32,97359.4
2024-12-10,20311.28,4591.94,7.2566,26.5,96600.3
2024-12-11,20155.05,4531.58,7.2785,24.66,101126.2
2024-12-12,20397.05,4600.82,7.2736,25.38,100009.9
2024-12-13,19971.24,4479.6,7.277,21.88,101426.2
2024-12-16,19795.49,4414.7,7.2914,21.48,106057.6
2024-12-17,19700.48,4389.08,7.2869,20.75,106138.9
2024-12-18,19864.55,4468.85,7.3237,21.05,100197.8
2024-12-19,19752.51,4439.47,7.3079,21.27,97466.1
2024-12-20,19720.7,4444.19,7.2906,20.92,97795.7
2024-12-23,19883.13,4457.85,7.307,21.15,94852.1
2024-12-24,20098.29,4507.65,7.3063,21.33,98668.1
2024-12-27,20090.46,4538.59,7.2985,21.53,94275.9
2024-12-30,20041.42,4500.6,7.3139,22.33,92779.8
2024-12-31,20059.95,4468.11,7.3337,22.35,93557.2
2025-01-02,19623.32,4357.53,7.3395,22.59,96960
2025-01-03,19760.27,4403.12,7.3565,22.24,98167.5
2025-01-06,19688.29,4395.08,7.3458,22.28,102248.7
2025-01-07,19447.58,4354.8,7.3405,23.24,96929.8
2025-01-08,19279.84,4307.4,7.3523,23.16,95066.6
2025-01-09,19240.89,4311.54,7.3541,22.78,92539.8
2025-01-10,19064.29,4260.82,7.3616,22.8,94724.1
2025-01-13,18874.14,4221.92,7.3451,23.46,94536.1
2025-01-14,19219.78,4352.04,7.3416,24.14,96542.1
2025-01-15,19286.07,4363.79,7.3482,23.46,100499.8
2025-01-16,19522.89,4417.37,7.3458,22.47,100004.5
2025-01-17,19584.06,4479.19,7.3387,22.47,104084.9
2025-01-20,19925.81,4595.2,7.2611,24.26,102197.7
2025-01-21,20106.55,4693.72,7.2652,24.5,106157.2
2025-01-22,19778.77,4581.09,7.2811,21.86,103684.8
2025-01-23,19700.56,4515.48,7.2874,21.55,103912.1
2025-01-24,20066.19,4657.61,7.2423,22.39,104862.3
2025-01-27,20197.77,4687.34,7.2503,24.24,102091.7
2025-01-28,20225.11,4723.63,7.2719,24.59,101349.3
2025-02-03,20217.26,4737.46,7.3097,25.94,101337.1
2025-02-04,20789.96,4977.38,7.2858,27.52,97793.4
2025-02-05,20597.09,4930.2,7.2808,26.03,96595.3
2025-02-06,20891.62,5059.38,7.2884,25.18,96568.8
2025-02-07,21133.54,5150.35,7.3019,25.58,96513.5
2025-02-10,21521.98,5286.66,7.3087,26.93,97434.7
2025-02-11,21294.86,5142.31,7.3083,25.48,95771.7
2025-02-12,21857.92,5281.18,7.3089,26.86,97881.3
2025-02-13,21814.37,5235.28,7.2687,27.49,96610.2
2025-02-14,22620.33,5526.22,7.258,29.54,97504.6
2025-02-17,22616.23,5499.26,7.2641,29.41,95781.3
2025-02-18,22976.81,5639.05,7.2737,29.05,95638
2025-02-19,22944.24,5672.24,7.2816,27.16,96644.8
2025-02-20,22576.98,5500.02,7.2336,26.74,98310.3
2025-02-21,23477.92,5859.3,7.2519,28.44,96155.6
2025-02-24,23341.61,5789.52,7.2516,29.02,91508.5
2025-02-25,23034.02,5698.82,7.2521,28.1,88686
2025-02-26,23787.93,5953.79,7.2635,29.1,84212.7
2025-02-27,23718.29,5881.01,7.2991,29.05,84714.6
2025-02-28,22941.32,5568.14,7.2927,30.35,84381.2
2025-03-03,23006.27,5535.86,7.3015,28.59,86209.7
2025-03-04,22941.77,5535.64,7.2512,27.88,87266.3
2025-03-05,23594.21,5757.94,7.2355,27.23,90611.7
2025-03-06,24369.71,6068.77,7.2423,28.86,89930.9
2025-03-07,24231.3,6037.44,7.2417,28.72,86531.2
2025-03-10,23783.49,5885.49,7.2618,27.61,78575.9
2025-03-11,23782.14,5967.23,7.2255,27.66,82921.1
2025-03-12,23600.31,5845.36,7.2396,27.16,83664.3
2025-03-13,23462.65,5747.77,7.2458,26.12,81100.2
2025-03-14,23959.98,5880.78,7.2356,26.47,83977.1
2025-03-17,24145.57,5872.81,7.225,26.77,84019.1
2025-03-18,24740.57,6105.5,7.227,26.95,82719.1
2025-03-19,24771.14,6041.19,7.2279,25.48,86841
2025-03-20,24219.95,5836.28,7.2515,24.65,84208.1
2025-03-21,23689.72,5639.56,7.2558,24.11,84073.3
2025-03-24,23905.56,5736.83,7.2623,24.28,87490
2025-03-25,23344.25,5517.52,7.2642,23.86,87404
2025-03-26,23483.32,5573.04,7.2781,24.22,86912
2025-03-27,23578.8,5589.12,7.266,24.48,87228.2
2025-03-28,23426.6,5506.47,7.2685,23.92,84410.4
2025-03-31,23119.58,5394.72,7.2648,24.93,82548.8
2025-04-01,23206.84,5407.38,7.2803,24.14,85164.2
2025-04-02,23202.53,5426.44,7.2941,24.18,82525
2025-04-03,22849.81,5313.26,7.2784,24.78,83159.4
2025-04-07,19828.3,4401.51,7.3439,47,79162.5
2025-04-08,20127.68,4568.38,7.4242,39.13,76312.5
2025-04-09,20264.49,4689.19,7.3429,39.77,82607
2025-04-10,20681.78,4813.74,7.3105,37.43,79607.5
2025-04-11,20914.69,4900.43,7.2788,39.3,83413.1
2025-04-14,21417.4,5015.12,7.3115,34.63,84586.4
2025-04-15,21466.27,4981.6,7.3272,30.47,83647
2025-04-16,21056.98,4796.28,7.2976,31.59,84032.2
2025-04-17,21395.14,4887.37,7.3003,30.79,84940
2025-04-22,21562.32,4899.21,7.3113,29.75,93441.9
2025-04-23,22072.62,5049.4,7.2854,28.62,93697.7
2025-04-24,21909.76,4975.89,7.2884,28.65,93980.3
2025-04-25,21980.74,4982.96,7.2887,28.07,94676.9
2025-04-28,21971.96,4988.94,7.285,27.84,94995
2025-04-29,22008.11,5019.73,7.2688,26.48,94269.8
2025-04-30,22119.41,5087.42,7.2691,26.53,94184.4
2025-05-02,22504.68,5244.06,7.211,27.4,96894.4
2025-05-06,22662.71,5239.5,7.2103,27.15,96825.4
2025-05-07,22691.88,5200.04,7.2283,27.49,97035.1
2025-05-08,22775.92,5228.91,7.2434,27.02,103274.3
2025-05-09,22867.74,5180.25,7.2402,27.04,102975.1
2025-05-12,23549.46,5447.35,7.1995,27.11,102795
2025-05-13,23108.27,5269.66,7.1964,25.11,104119.2
2025-05-14,23640.65,5381.78,7.2113,25.43,103513.9
2025-05-15,23453.16,5297.84,7.2051,24.56,103765.4
2025-05-16,23345.05,5281.34,7.2102,23.66,103480.5
2025-05-19,23332.72,5255.06,7.2145,23.87,105585.8
2025-05-20,23681.48,5315.56,7.2145,24.02,106815.8
2025-05-21,23827.78,5342.41,7.2038,23.66,109640.1
2025-05-22,23544.31,5251.75,7.2049,23.71,111702.7
2025-05-23,23601.26,5246.87,7.1722,23.07,107313.4
2025-05-26,23282.33,5157.65,7.1767,24.27,109455.3
2025-05-27,23381.99,5182.6,7.1915,23.4,108944
2025-05-28,23258.31,5174.64,7.1929,22.74,107786.7
2025-05-29,23573.38,5301.92,7.1882,22.89,105600
2025-05-30,23289.77,5170.43,7.2048,23.05,103981.3
2025-06-02,23157.97,5134.11,7.2095,24.58,105845.6
2025-06-03,23512.49,5189.49,7.1916,24.76,105388.3
2025-06-04,23654.03,5219.02,7.1715,23.71,104695.6
2025-06-05,23906.97,5319.96,7.1751,23.35,101521.9
2025-06-06,23792.54,5286.52,7.1884,22.5,104308.3
2025-06-09,24181.43,5433.23,7.1822,23.2,110268.3
2025-06-10,24162.87,5392.19,7.1889,23.41,110269.2
2025-06-11,24366.94,5451.2,7.1983,23.17,108661.2
2025-06-12,24035.38,5331.33,7.1732,22.88,105703
2025-06-13,23892.56,5239.71,7.1887,23.33,106080.3
2025-06-16,24060.99,5299.91,7.1836,22.43,106740.4
2025-06-17,23980.3,5291.85,7.1908,22.09,104559.8
2025-06-18,23710.69,5214.41,7.1949,21.72,104894.2
2025-06-19,23237.74,5088.32,7.1861,22.54,104669.6
2025-06-20,23530.48,5133.14,7.178,21.45,103280.5
2025-06-23,23689.13,5187.01,7.1755,21.59,105376.9
2025-06-24,24177.07,5297.96,7.1647,21.16,106078.6
2025-06-25,24474.67,5359.02,7.1716,21.53,107349.4
2025-06-26,24325.4,5345.16,7.1637,21.09,106945.9
2025-06-27,24284.15,5341.43,7.1727,20.38,107044.2
2025-06-30,24072.28,5302.82,7.1573,20.16,107171.1
2025-07-02,24221.41,5269.11,7.1614,20.31,108843.7
2025-07-03,24069.94,5233.71,7.1706,20.13,109600.5
2025-07-04,23916.06,5216.26,7.1627,20.16,107989.6
2025-07-07,23887.83,5229.56,7.1793,20.19,108269.6
